      ID     height   foot_size    weight  forearm_le  income     Book_score  Book_apprec
      54     1.8874    10.1800    90.8242    47.4288  2664.4343     1.2493    no
      55     1.7608     7.9025    67.7874    46.7103  3193.9331     4.9460    no
      56     1.8162     9.9057    87.2452    47.1883  2454.6958     1.9724    no
      57     1.8346     9.2763    95.1017    47.8954  2682.5129     3.0902    no
      58     1.7670     9.2178    79.2650    47.4555  1690.4205     3.0472    no
      59     1.7858     5.7506    76.5931    42.7659  2275.3989     7.6533   yes
      60     1.7044     5.4767    66.1800    41.2352  1932.5283     8.2316   yes
      61     1.7572     7.2500    71.9925    44.1375  2389.5847     8.3480   yes
      62     1.5860     4.3008    47.2158    38.7875  2943.0291     1.0994    no
      63     1.8804     9.2069    86.6311    47.8971  2274.2246     2.4253    no
      64     1.7119     6.0583    67.9844    42.4800  2927.7244     9.1831   yes
      65     1.6508     5.3894    50.6671    42.5556  1983.7056     7.8093   yes
      66     1.7453     6.7211    62.1603    43.0984  2086.7869     8.7915   yes
      67     1.7582     7.1467    65.4845    42.9444  2197.2249     8.8294   yes
      68     1.7302     7.2987    69.8981    43.1360  3347.5654     7.9063   yes
      69     1.5934     4.3775    48.4931    39.0749  3154.6382     1.9288    no
      70     1.7185     6.4571    71.2895    43.5157  1517.6027     9.1955   yes
      71     1.7615     6.4812    69.4979    42.4111  3787.1853     9.5823   yes
      72     1.8262     8.4520    78.7125    45.5734  2528.0068     5.4565   yes
      73     1.7424     5.5607    61.7455    43.6587  1945.4521     7.8851   yes
      74     1.7399     6.2384    74.7839    41.7066  2698.5415     8.9385   yes
      75     1.7192     7.0370    77.4062    42.8920  1787.0182     9.0687   yes
      76     1.6663     4.4095    51.0938    39.1323  1071.9015     2.6263    no
      77     1.6200     4.0270    54.5863    39.2300  1896.5333     2.0230    no
      78     1.6664     5.1485    64.5301    40.9638  2285.5691     6.9852   yes
      79     1.6037     4.1884    50.7552    39.7113  2354.1548     1.8147    no
      80     1.8081     7.4830    74.3207    44.1928  3527.7170     7.4505   yes
      81     1.6830     5.8264    65.5679    42.4781  2374.6147     7.4559   yes
      82     1.8632    10.5800    87.8873    48.0102  2542.9839     0.4203    no
      83     1.7049     6.4444    61.0063    43.2789  2668.0303     8.9587   yes
      84     1.7543     7.5419    67.8897    45.8456  3357.5911     6.9885   yes
      85     1.7480     6.3250    81.0474    44.0428  2588.1313     9.4028   yes
      86     1.7866     6.7860    70.9147    41.9755  1931.9188     8.1357   yes
      87     1.8125     7.7611    77.7507    45.1493  3502.6460     7.4874   yes
      88     1.7196     7.2418    78.2054    42.3406  2463.3899     8.6018   yes
      89     1.7702     7.0822    70.4733    43.2649  1956.0830     9.2262   yes
      90     1.7506     8.0229    87.3303    46.9893  2571.1152     6.2220   yes
      91     1.6554     4.9561    62.0407    39.2238  2758.2500     4.2436    no
      92     1.7217     5.0271    54.5771    40.5610  2563.2131     3.6931    no
      93     1.6080     4.8838    44.9327    38.5683  2263.2529     2.2239    no
      94     1.7853     7.3839    65.9327    43.6383  2108.8354     8.1717   yes
      95     1.7963     7.1314    74.2059    42.6551  3064.5608     7.7547   yes
      96     1.6730     4.8667    47.9483    40.6232  1834.7162     4.4595    no
      97     1.6174     4.4554    55.2225    39.5310  2319.4756     3.1100    no
      98     1.6996     5.3901    60.4853    40.5104  2846.5715     7.0932   yes
      99     1.7452     8.3746    77.1614    45.0313  2343.4368     5.1217   yes
     100     1.6966     6.1968    75.6071    42.0361  2053.6438     7.2380   yes
     101     1.5138     4.0006    45.1379    38.5476  2932.6853     0.6587    no
     102     1.7802     9.5395    78.8462    47.4596  2094.8059     2.3290    no
     103     1.7768     7.5129    80.2526    44.6049  1145.4277     8.5660   yes
     104     1.8366     9.3138    75.0744    45.5608  2796.3774     2.6920    no
     105     1.5570     3.7202    47.7378    38.3737  2024.6625     2.1421    no
     106     1.6254     5.2919    52.2862    40.5066  2344.7415     2.7118    no
     107     1.7879     7.6256    80.4200    43.0908  2247.0542     7.9206   yes
     108     1.9047    10.2830    91.9398    47.4841  2420.3552     1.3281    no
     109     1.7669     7.2162    72.9169    43.6429  1982.7252     8.1048   yes
     110     1.6327     4.6284    49.5875    38.7283  1544.0760     2.7989    no
     111     1.7812     6.2239    71.7471    40.9895  1985.4655     9.6205   yes
     112     1.7692     6.8680    77.1552    45.0049  3494.7490     7.8355   yes
     113     1.6054     4.3115    46.8726    38.9606  3003.7610     2.2139    no
     114     1.7377     7.0878    75.5378    42.0955  2216.3213     8.6830   yes
     115     1.6638     5.7994    58.1780    41.8913  2863.1431     9.1666   yes
     116     1.8153     7.9017    72.3363    44.4514  2301.1562     7.7811   yes
     117     1.7606     6.0164    71.4718    41.9435  1395.7584     7.7974   yes
     118     1.7261     6.7219    75.7807    43.5505  3933.1084     8.5821   yes
     119     1.5123     4.0062    47.3480    37.6890  2840.3562     1.0917    no
     120     1.7350     7.3219    76.7535    42.4101  1376.0558     7.8895   yes
     121     1.8117     9.6220    77.0859    46.2433  3257.9255     4.0518    no
     122     1.6848     6.4537    64.7217    41.9987  1497.3390     8.4381   yes
     123     1.7701     5.9568    73.4707    41.5912  3163.9016     8.0378   yes
     124     1.7775     7.2871    69.1606    45.4814  2470.6184     8.3066   yes
     125     1.6935     6.9964    68.0544    41.9665  2256.4138     9.2863   yes
     126     1.7824     7.2512    71.0535    44.7216  2086.9089     7.9439   yes
     127     1.7599     6.9911    64.0508    42.6186  1917.5131     8.7616   yes
     128     1.7743     7.1509    67.7883    43.0406  1952.7328     9.8058   yes
     129     1.7361     6.4379    62.5149    43.0508  1449.8488     8.8091   yes
     130     1.7024     4.7725    69.6898    42.3651  2354.0359     6.0903   yes
     131     1.8557    10.2955    82.7616    47.9824  2603.5752     2.8062    no
     132     1.7316     6.2987    72.1276    42.6646  2718.9985     9.0681   yes
     133     1.7154     5.6104    62.0226    42.5190  2348.9167     7.1224   yes
     134     1.7738     9.4482    94.1459    47.0820  2084.2722     2.8750    no
     135     1.7550     7.2657    77.2281    44.1049  1759.0027     8.5074   yes
     136     1.8470     9.0199    81.1274    46.6892  2117.4792     4.3629    no
     137     1.7143     5.8516    76.5201    41.8607  2195.8796     7.6342   yes
     138     1.7472     5.5304    61.5466    42.1087  1911.7101     8.8075   yes
     139     1.8946    10.4109    77.6611    48.1517  3696.8328     1.4283    no
     140     1.6939     5.3260    54.0852    41.8317  2033.9290     5.8746   yes
     141     1.7726     6.5904    60.1405    43.6753  2610.9058     8.9446   yes
     142     1.7800     7.0711    64.6625    44.9386  1599.4506     7.1146   yes
     143     1.7890     7.6561    69.1528    43.8128  2790.1777     8.7259   yes
     144     1.8160     9.5692    86.8583    46.1096  2734.7771     2.3240    no
     145     1.7679     8.1070    83.5354    43.8938  3022.2771     6.6122   yes
     146     1.6302     5.3815    56.9625    41.1684  2185.9102     5.3108   yes
     147     1.7793     7.1438    80.1443    44.9485  2916.0762     7.9924   yes
     148     1.7775     8.3686    75.7891    46.1689  1441.9081     5.3119   yes
     149     1.7288     5.8032    63.4769    41.9080  1847.2075     7.6741   yes
     150     1.8118     7.2286    76.5095    45.0000  2501.4961     6.8002   yes
     151     1.7579     6.3359    71.7520    42.8735  2625.6316     8.4247   yes
     152     1.7319     6.6616    72.4618    43.3516  2149.9258     7.6697   yes
     153     1.7524     8.5140    88.3926    44.5756  2234.1719     5.5294   yes
     154     1.8593     9.8886    77.0337    47.8098  2378.6655     1.5504    no
     155     1.8188     9.2476    90.2073    47.4149  2122.3401     4.4624    no
     156     1.7648     7.1726    75.1340    43.9456  2326.9578     7.3972   yes
     157     1.6874     4.7146    53.6384    40.7889  2036.3363     4.9799    no
     158     1.6194     4.6926    51.9860    40.4309  3019.7471     3.4626    no
     159     1.7609     7.2451    75.8122    44.9068  2793.3606     5.8741   yes
     160     1.6375     4.9536    71.3814    39.8358  2075.3386     5.8633   yes
     161     1.6336     4.7110    55.6375    40.2218  3581.4341     3.2536    no
     162     1.8202    10.0031    85.8548    49.2265  1933.4182     1.7631    no
     163     1.7523     5.8678    66.7565    43.7989  2353.5681     9.4862   yes
     164     1.8143     8.3160    74.7500    45.3391  2195.0776     4.6966    no
     165     1.7197     6.0670    67.2281    41.9354  2162.7993     7.3618   yes
     166     1.7736     7.2415    78.2410    43.2001  3064.4736     7.9333   yes
     167     1.6567     5.3636    62.5206    41.7205  2436.7656     8.1546   yes
     168     1.6267     5.0385    51.6197    40.7538  1996.2931     3.7770    no
     169     1.7084     5.3598    63.8970    41.0876  2827.1313     7.5673   yes
     170     1.8888    10.0456    82.3991    47.8369  3294.3088     1.9651    no
     171     1.7419     6.6451    77.4418    41.6834  1466.9854     8.7394   yes
     172     1.7389     6.4185    67.4786    42.5498  2891.8225     9.0527   yes
     173     1.7074     5.8731    69.4058    42.9548  3622.3262     7.9963   yes
     174     1.7479     6.9289    76.2299    42.8431  2286.7473     9.3530   yes
     175     1.7610     5.3487    58.4449    40.6903  3095.9045     7.0503   yes
     176     1.7381     5.9154    73.1449    41.6105  2043.9491     8.4786   yes
     177     1.6374     4.4338    51.6497    38.7982  2645.2051     2.8692    no
     178     1.7586     6.9017    57.0661    43.4407  2079.1829     9.3701   yes
     179     1.6947     4.9859    67.2382    39.3513  2763.2371     5.3742   yes
     180     1.8946    10.8980    92.0649    48.5645  2246.0366     1.6048    no
     181     1.8278     9.5969    88.6906    46.1188  1735.0558     3.5155    no
     182     1.7387     6.9529    68.1974    43.7682  2049.1313     8.3118   yes
     183     1.7169     7.2744    73.1834    43.8504  2204.2556     8.4946   yes
     184     1.8158     9.8655    79.3810    46.8105  2086.0469     1.3593    no
     185     1.6462     6.3436    57.6282    43.1175  3119.7646     8.9469   yes
     186     1.6061     4.5123    55.2689    39.1978  1651.2603     2.0980    no
     187     1.7471     6.3449    59.3500    42.4418  2505.5002     9.2274   yes
     188     1.8022     9.0713    75.6917    47.1652  2686.4438     4.1183    no
     189     1.7445     5.5176    67.6334    42.2079  1286.6051     7.6841   yes
     190     1.8063     9.3274    92.5382    47.0521  1689.6289     3.7502    no
     191     1.7554     6.3821    65.4335    43.6027  3290.4346     8.2133   yes
     192     1.8106     7.9156    72.9335    45.1902  2921.6558     5.0640   yes
     193     1.5413     3.8172    40.6536    38.4995  2891.3772     0.4479    no
     194     1.7579     7.0170    66.9343    43.8851  3222.7214     7.4061   yes
     195     1.7141     5.4092    65.9330    42.5717  3228.1875     7.6625   yes
     196     1.7264     7.1406    72.7073    42.5004  1860.7452     8.6471   yes
     197     1.7295     6.7008    74.5997    42.8568  3133.2197     8.6723   yes
     198     1.6935     5.1462    61.3269    39.8760  2229.4390     4.7732    no
     199     1.5920     3.9188    54.5617    39.0294  2425.1509     1.6235    no
     200     1.7735     9.0014    87.4591    45.9623  1755.1444     2.6061    no
     201     1.7138     6.9456    72.4250    43.3429  2736.3503     7.1677   yes
     202     1.7209     5.7801    80.4527    43.3007  1741.7833     8.8767   yes
     203     1.7624     6.9080    78.7360    44.8589  2963.4495     8.3498   yes
     204     1.7822     6.9203    74.2342    42.9935  2528.9751     8.8160   yes
     205     1.7958     8.5799    83.3051    45.4811  2095.0972     3.8213    no
     206     1.7487     8.0900    82.8123    45.0193  1425.5468     5.7168   yes
     207     1.7617     5.6898    73.9162    40.8715  3098.7854     8.3797   yes
     208     1.7742     7.1755    65.4791    45.5326  2902.3015     8.1604   yes
     209     1.6981     7.0092    69.2579    45.1413  3050.7244     7.6339   yes
     210     1.7460     6.0819    61.2347    42.1785  3304.6436     7.3731   yes
     211     1.8667    11.1398    70.7070    48.5319  2203.0283     1.2861    no
     212     1.7484     7.0768    67.7789    44.7020  3390.3953     7.1582   yes
     213     1.7190     5.2012    62.5732    41.8221  1773.8999     5.4208   yes
     214     1.7426     7.5213    72.3260    44.9661  3718.9194     7.6917   yes
     215     1.7169     6.5943    54.8984    44.2386  2346.2864     8.3198   yes
     216     1.6984     6.1246    56.0745    42.2390  2473.7847     8.5643   yes
     217     1.6507     4.9118    57.2617    39.5523  2568.5823     3.8079    no
     218     1.5370     4.0465    45.2084    38.3259  2360.6533     0.9252    no
     219     1.7403     6.5294    68.5924    42.9250  2162.7715     8.7434   yes
     220     1.7260     6.7200    73.8693    44.1710  2301.1301     8.3057   yes
     221     1.7095     5.1884    65.2491    42.4154  3325.6895     7.1008   yes
     222     1.7278     6.5989    82.0230    43.8256  3220.6372     7.7279   yes
     223     1.7269     7.0264    83.1920    43.7613  1979.1960     8.3710   yes
     224     1.7243     7.4555    76.5308    46.7124  1960.1536     6.5942   yes
     225     1.7531     6.6356    75.2097    43.2267  2625.6814     8.0537   yes
     226     1.7642     7.2339    74.5783    44.7271  2844.1990     8.3164   yes
     227     1.7321     7.7108    81.0524    45.2769  3118.4509     6.9990   yes
     228     1.7686     7.4258    74.4853    44.7393  1877.5088     7.2308   yes
     229     1.5370     3.9425    52.8462    37.9524  3495.1514     1.0026    no
     230     1.7181     5.7335    72.0168    40.8269  1898.1206     7.9865   yes
     231     1.7324     6.4792    67.8843    42.7946  2536.3857     8.2929   yes
     232     1.9678    10.9833    89.8742    47.9563  3706.9065     0.9139    no
     233     1.6415     4.5253    48.2693    39.8387  2811.5422     3.3401    no
     234     1.7769     8.1044    70.3602    45.6086  2396.5420     6.3536   yes
     235     1.8600     9.6232    81.8984    47.8371  3674.4619     1.5989    no
     236     1.6876     5.4112    73.9553    40.9403  1959.7263     8.1525   yes
     237     1.7929     6.7424    75.4504    43.4265  2339.7212     7.9881   yes
     238     1.7256     5.7826    73.3009    42.0475  3302.1272     8.9664   yes
     239     1.6306     5.0841    47.6682    39.8464  2966.8923     1.7195    no
     240     1.6991     5.1775    58.8601    40.9786  2525.0095     5.6818   yes
     241     1.7258     5.5936    66.7816    42.1891  3130.0569     9.0780   yes
     242     1.8575     9.8682    77.1508    46.4158  2775.6274     3.7799    no
     243     1.6902     4.9878    55.6262    41.6481  2672.2532     5.3518   yes
     244     1.7551     8.3608    80.9191    44.9857  1945.9060     5.8293   yes
     245     1.7823     7.2586    80.2256    44.8215  3651.9646     7.9589   yes
     246     1.7683     8.5762    86.9106    45.2502  2331.3914     5.2923   yes
     247     1.8562     9.2958    78.0362    47.2501  3243.5408     2.8864    no
     248     1.7590     7.2292    71.0756    42.4708  2099.7715     7.4088   yes
     249     1.6606     5.1736    61.9669    40.6449  2760.8362     6.6905   yes
     250     1.8574    10.1231    83.9334    47.5330  3447.9988     2.8333    no
     251     1.6953     5.4602    63.9966    41.7347  1839.9373     5.5120   yes
     252     1.6724     5.7417    62.3859    41.0312  1780.7278     7.9455   yes
     253     1.7081     5.5375    66.0341    42.7963  3029.2954     7.6893   yes
     254     1.7423     5.7302    69.3559    42.6913  2827.5254     7.9271   yes
     255     1.6472     4.0956    62.1314    39.3038  1856.1444     2.9722    no
     256     1.7729     7.6806    69.0813    45.5886  2719.7981     5.6366   yes
     257     1.8177     8.1756    73.7923    45.3642  1201.0249     6.0608   yes
     258     1.6653     5.5116    52.6726    41.2380  2549.9692     7.1418   yes
     259     1.7507     6.9915    70.3410    42.9143  2891.4248     8.1599   yes
     260     1.7428     6.6819    80.5631    42.4208  2189.0977     9.0766   yes
     261     1.7087     7.2316    79.4452    44.6817  3689.4487     6.8208   yes
     262     1.7424     7.5590    75.0373    43.8598  3582.3027     9.0083   yes
     263     1.6964     5.6185    58.4358    41.6662  2784.1282     6.8939   yes
     264     1.6461     4.5559    49.1663    40.2279  3847.6355     4.9370    no
     265     1.6026     4.7746    54.8561    41.6293  1263.6091     4.2737    no
     266     1.6758     5.2197    64.3607    40.7346  2183.0828     5.2621   yes
     267     1.6868     5.4395    55.1261    40.9398  3058.1782     6.4951   yes
     268     1.9228    10.2504    83.0791    47.8646  3065.9534     0.4061    no
     269     1.4859     4.2069    45.4130    39.1728  1266.0540     0.5968    no
     270     1.7318     6.5232    69.3374    43.4834  2731.4910     8.2814   yes
     271     1.8596    10.1634    96.1557    47.1984  2687.5020     2.4233    no
     272     1.7020     5.2547    63.0817    40.8738  3178.5854     4.5584    no
     273     1.7506     5.6448    72.4237    42.2141  1765.6155     8.0001   yes
     274     1.7835     7.4365    83.2052    45.7859  2618.6794     6.7863   yes
     275     1.7356     6.9976    70.5651    41.7672  2518.2449     9.2087   yes
     276     1.7943     6.7743    73.3217    44.6239  2533.4624     8.2355   yes
     277     1.7570     6.6230    60.5812    42.8306  3099.9568     9.7923   yes
     278     1.8277    10.1214    77.4642    45.5408  2447.0840     4.0474    no
     279     1.7669     8.3998    80.5586    45.3281  2288.7424     4.2629    no
     280     1.7610     6.3830    63.6107    42.3103  2950.3027     7.9198   yes
     281     1.7495     6.8815    77.2096    43.8878  2600.7510     8.8161   yes
     282     1.5913     4.5809    42.6024    39.6747  2079.0522     2.9461    no
     283     1.7114     5.6496    67.4415    42.4581  2594.2012     7.5210   yes
     284     1.7193     5.7232    61.5045    42.0509  3015.0107     7.8802   yes
     285     1.6741     5.4255    56.8520    42.0473  2704.4141     7.0457   yes
     286     1.7915     7.0131    67.4829    45.0979  2740.3855     8.5884   yes
     287     1.6495     4.7055    58.0995    40.7881  2343.1450     4.8744    no
     288     1.7771     9.1974    91.0061    47.1056  2665.1243     2.9319    no
     289     1.6349     5.1003    63.1537    41.3270  3125.3879     4.9271    no
     290     1.7668     6.7955    74.3857    43.8462  2474.9407     8.8094   yes
     291     1.6850     4.8630    52.7705    40.9040  1685.0465     4.8957    no
     292     1.8214     8.4617    75.2501    47.1404  2671.3389     4.6010    no
     293     1.7975    10.4265    83.9300    47.1107  3076.0303     2.6519    no
     294     1.8053     8.3062    73.2521    45.0654  2238.5227     5.8853   yes
     295     1.7363     6.7398    76.7512    44.1235  2304.2356     8.6226   yes
     296     1.6342     4.5221    49.8262    40.0851  2493.3904     3.9651    no
     297     1.6867     5.1357    46.6011    39.6038  1553.0848     4.8997    no
     298     1.7334     5.2550    53.5320    40.9586  2425.5376     4.7114    no
     299     1.7008     5.1043    52.8338    39.8621  2336.0698     5.4645   yes
     300     1.5783     4.0818    48.3017    37.1480  1898.3854     1.2670    no
     301     1.6525     5.0920    60.5885    40.9662  2286.5256     4.8275    no
     302     1.6443     4.9298    64.3390    40.9465  3036.7390     4.9619    no
     303     1.7944     7.9767    83.8646    45.4988  2196.1318     6.6735   yes
     304     1.6098     4.9514    59.7359    41.6598  2230.2856     6.1397   yes
     305     1.7541     6.5984    70.3108    43.7326  2637.8245     8.6990   yes
     306     1.8051     8.2492    93.5714    46.5621  2520.9075     4.8944    no
     307     1.7725     6.6419    66.9047    43.2338  1269.9115     8.3344   yes
     308     1.6981     5.5310    65.0983    42.2106  1568.7458     7.6330   yes
     309     1.7335     6.9104    71.1056    42.9947  2930.6772     8.3548   yes
     310     1.5612     3.9385    53.1371    38.9816  2458.8303     0.8255    no
     311     1.8148     9.0821    80.5594    46.6538  2497.2119     4.4053    no
     312     1.8087    10.0173    82.9229    47.2049  3461.5532     1.4877    no
     313     1.7029     5.8851    69.9965    43.6731  1863.3160     8.6650   yes
     314     1.6470     4.7750    62.1499    38.9480  2040.2560     3.2941    no
     315     1.7465     5.6993    70.4427    43.1370  2453.5120     8.8608   yes
     316     1.7210     7.2166    66.5927    42.6084  2592.4727     9.0136   yes
     317     1.5880     4.6247    47.3426    38.9668  1684.4570     0.5492    no
     318     1.7312     5.9879    67.8844    43.3652  2144.3625     8.0269   yes
     319     1.8093     8.4108    84.0461    46.2956  2689.6653     3.4848    no
     320     1.5586     4.0336    55.3134    38.7014  2287.1116     1.2621    no
     321     1.7321     6.4604    69.2507    42.5533  3862.7202     9.4869   yes
     322     1.7295     6.6147    65.4403    42.3596  2593.9451     9.2326   yes
     323     1.6788     5.1576    69.1204    41.0623  2303.4949     6.0476   yes
     324     1.8185     9.7132    91.0400    48.3630  1631.9877     2.8486    no
     325     1.7885     6.7054    72.1884    41.6939  2258.1768     9.0268   yes
     326     1.7071     4.8679    61.5660    41.7688  2553.8206     7.1656   yes
     327     1.6257     4.9547    61.4749    39.9529  1815.3335     1.8166    no
     328     1.7723     7.2494    72.8871    43.1608  2895.4106     8.8981   yes
     329     1.6383     4.5234    56.1527    40.7133  2326.8037     4.1089    no
     330     1.5291     4.2116    53.1553    38.1419  2198.6807     1.3471    no
     331     1.7882     6.4019    67.1002    42.1437  2921.0693     8.3766   yes
     332     1.8920     9.6168    91.0032    47.6733  2285.4893     1.8608    no
     333     1.7427     7.2206    66.3723    43.2485  2831.3481     8.2721   yes
     334     1.7202     4.8300    71.0397    41.8728  3377.8262     6.7909   yes
     335     1.6531     5.1158    44.5977    39.7909  1642.0919     3.4319    no
     336     1.7557     6.2460    66.5233    42.6453  2841.1338     8.3824   yes
     337     1.7041     5.5872    59.7211    41.7256  3308.5674     8.6575   yes
     338     1.6960     4.1341    58.4802    40.7819  3832.2727     3.9283    no
     339     1.7286     6.9203    58.3615    42.0678  2518.5425     8.7590   yes
     340     1.7386     6.3633    75.1269    42.1331  2624.8464     9.1519   yes
     341     1.6438     4.7604    60.3437    38.7027  3103.1101     3.9567    no
     342     1.8931    10.5813    95.1380    48.8955  2990.3416     0.9101    no
     343     1.7181     5.1771    63.2260    41.6121  1756.1997     6.3348   yes
     344     1.6354     4.0889    62.0308    39.4501  1629.3719     1.9502    no
     345     1.7159     5.6558    61.0540    42.6310  1688.4247     7.3963   yes
     346     1.7470     6.8914    56.8143    44.1503  2905.7300     9.7231   yes
     347     1.6166     4.1085    52.2055    39.6091  2221.4871     1.8180    no
     348     1.7830     8.9219    84.8065    46.9558  2532.4504     3.7224    no
     349     1.7952     6.8197    66.3000    43.2804  1370.1884     8.1758   yes
     350     1.6587     5.6966    71.9038    43.3905  3441.6128     7.0112   yes
     351     1.7868     6.4729    70.5061    43.2271  3057.4917     9.1896   yes
     352     1.7320     6.9913    56.6672    43.2023  2242.0610     8.3862   yes
     353     1.6441     4.6178    50.9832    40.1741  3307.1548     3.3063    no
     354     1.6028     4.7334    53.5140    37.2285  2754.8594     1.6727    no
     355     1.7810     8.1614    85.9304    46.3832  2031.2556     6.6268   yes
     356     1.7565     8.7988    81.9789    44.9622  2237.5625     5.4970   yes
     357     1.6088     4.0601    45.6213    39.3450  2460.2539     2.4811    no
     358     1.6735     5.5673    61.3070    41.8429  2585.6880     7.3348   yes
     359     1.7400     6.8503    78.5048    42.4112  2568.3008     8.4957   yes
     360     1.5374     4.1753    53.3679    38.1773  2481.5801     0.8345    no
     361     1.7934     7.2096    73.0653    43.8550  1946.9261     8.8056   yes
     362     1.7164     4.5209    50.8617    39.9224  2008.9999     4.8916    no
     363     1.7505     6.3100    71.2781    41.5650  1961.3506     8.2604   yes
     364     1.6444     4.6844    55.4503    40.9375  2156.4688     5.2397   yes
     365     1.7272     5.6297    65.0093    42.2718  2319.6934     5.9928   yes
     366     1.7112     5.8341    81.6900    42.1460  2122.6111     8.3588   yes
     367     1.8717     9.5903    85.3930    47.5412  2330.5691     3.0481    no
     368     1.6813     5.9814    69.0098    40.5146  2150.9724     8.4541   yes
     369     1.6798     5.6178    52.2346    41.3432  1769.2008     7.5051   yes
     370     1.7907     6.0912    72.6169    43.0248  2651.2202     9.4037   yes
     371     1.7451     7.3451    77.7281    45.7885  2011.9441     7.0107   yes
     372     1.6877     4.9536    54.4250    40.3770  2307.6028     5.2405   yes
     373     1.6862     5.1117    66.1721    41.1172  3274.7830     6.9784   yes
     374     1.6689     5.4346    59.6606    41.1747  2538.2532     6.5253   yes
     375     1.7751     7.7746    82.2997    45.3181  2511.8992     6.3976   yes
     376     1.7704     8.7482    79.3601    45.3050  2167.5190     4.4285    no
     377     1.8455     9.0800    88.6772    47.0591  2867.2903     2.1254    no
     378     1.7762     7.5470    72.0239    45.4309  2067.4985     7.7104   yes
     379     1.6757     4.9987    54.8655    40.2662  3727.4465     4.2148    no
